uni_name,foundation_year,type,city,region,year
ÇUKUROVA ÜNİVERSİTESİ,30.11.1973,DEVLET,Adana,AKDENİZ,2001
DİCLE ÜNİVERSİTESİ,30.11.1973,DEVLET,Diyarbakır,GÜNEYDOĞU ANADOLU,2001
DOĞUŞ ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2001
DOKUZ EYLÜL ÜNİVERSİTESİ,20.07.1982,DEVLET,İzmir,EGE,2001
DUMLUPINAR ÜNİVERSİTESİ,11.07.1992,DEVLET,Kütahya,EGE,2001
EGE ÜNİVERSİTESİ,01.01.1955,DEVLET,İzmir,EGE,2001
ERCİYES ÜNİVERSİTESİ,20.07.1982,DEVLET,Kayseri,İÇ ANADOLU,2001
FATİH ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2001
FIRAT ÜNİVERSİTESİ,11.04.1975,DEVLET,Elazığ,DOĞU ANADOLU,2001
GALATASARAY ÜNİVERSİTESİ,06.06.1994,DEVLET,İstanbul,MARMARA,2001
GAZİ ÜNİVERSİTESİ,20.07.1982,DEVLET,Ankara,İÇ ANADOLU,2001
GAZİANTEP ÜNİVERSİTESİ,27.06.1987,DEVLET,Gaziantep,GÜNEYDOĞU ANADOLU,2001
GAZİOSMANPAŞA ÜNİVERSİTESİ,11.07.1992,DEVLET,Tokat,KARADENİZ,2001
GEBZE YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,Kocaeli,MARMARA,2001
HACETTEPE ÜNİVERSİTESİ,08.07.1967,DEVLET,Ankara,İÇ ANADOLU,2001
HALİÇ ÜNİVERSİTESİ,18.01.1998,VAKIF,İstanbul,MARMARA,2001
HARRAN ÜNİVERSİTESİ,11.07.1992,DEVLET,Şanlıurfa,GÜNEYDOĞU ANADOLU,2001
IŞIK ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2001
İNÖNÜ ÜNİVERSİTESİ,03.04.1975,DEVLET,Malatya,DOĞU ANADOLU,2001
İSTANBUL BİLGİ ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2001
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2001
İSTANBUL TEKNİK ÜNİVERSİTESİ,01.01.1944,DEVLET,İstanbul,MARMARA,2001
İSTANBUL TİCARET ÜNİVERSİTESİ,14.04.2001,VAKIF,İstanbul,MARMARA,2001
İSTANBUL ÜNİVERSİTESİ,18.11.1933,DEVLET,İstanbul,MARMARA,2001
İZMİR EKONOMİ ÜNİVERSİTESİ,14.04.2001,VAKIF,İzmir,EGE,2001
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,İzmir,EGE,2001
KADİR HAS ÜNİVERSİTESİ,30.05.1997,VAKIF,İstanbul,MARMARA,2001
KAFKAS ÜNİVERSİTESİ,11.07.1992,DEVLET,Kars,DOĞU ANADOLU,2001
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,11.07.1992,DEVLET,Kahramanmaraş,AKDENİZ,2001
KARADENİZ TEKNİK ÜNİVERSİTESİ,20.05.1955,DEVLET,Trabzon,KARADENİZ,2001
KIRIKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,Kırıkkale,İÇ ANADOLU,2001
KOCAELİ ÜNİVERSİTESİ,11.07.1992,DEVLET,Kocaeli,MARMARA,2001
KOÇ ÜNİVERSİTESİ,07.03.1992,VAKIF,İstanbul,MARMARA,2001
MALTEPE ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2001
MARMARA ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,2001
MERSİN ÜNİVERSİTESİ,11.07.1992,DEVLET,Mersin,AKDENİZ,2001
MUSTAFA KEMAL ÜNİVERSİTESİ,11.07.1992,DEVLET,Hatay,AKDENİZ,2001
NİĞDE ÜNİVERSİTESİ,11.07.1992,DEVLET,Niğde,İÇ ANADOLU,2001
OKAN ÜNİVERSİTESİ,18.12.1999,VAKIF,İstanbul,MARMARA,2001
ONDOKUZ MAYIS ÜNİVERSİTESİ,11.04.1975,DEVLET,Samsun,KARADENİZ,2001
ORTA DOĞU TEKNİK ÜNİVERSİTESİ,15.11.1956,DEVLET,Ankara,İÇ ANADOLU,2001
OSMANGAZİ ÜNİVERSİTESİ,18.08.1993,DEVLET,Eskişehir,İÇ ANADOLU,2001
PAMUKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,Denizli,EGE,2001
SABANCI ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2001
SAKARYA ÜNİVERSİTESİ,11.07.1992,DEVLET,Sakarya,MARMARA,2001
SELÇUK ÜNİVERSİTESİ,11.04.1975,DEVLET,Konya,İÇ ANADOLU,2001
SÜLEYMAN DEMİREL ÜNİVERSİTESİ,11.07.1992,DEVLET,Isparta,AKDENİZ,2001
TRAKYA ÜNİVERSİTESİ,20.07.1982,DEVLET,Edirne,MARMARA,2001
UFUK ÜNİVERSİTESİ,18.12.1999,VAKIF,Ankara,İÇ ANADOLU,2001
ULUDAĞ ÜNİVERSİTESİ,11.04.1975,DEVLET,Bursa,MARMARA,2001
YAŞAR ÜNİVERSİTESİ,14.04.2001,VAKIF,İzmir,EGE,2001
YEDİTEPE ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2001
YILDIZ TEKNİK ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,2001
YÜZÜNCÜ YIL ÜNİVERSİTESİ,20.07.1982,DEVLET,Van,DOĞU ANADOLU,2001
ABANT İZZET BAYSAL ÜNİVERSİTESİ,11.07.1992,DEVLET,Bolu,KARADENİZ,2000
ADNAN MENDERES ÜNİVERSİTESİ,11.07.1992,DEVLET,Aydın,EGE,2000
AFYON KOCATEPE ÜNİVERSİTESİ,11.07.1992,DEVLET,Afyonkarahisar,EGE,2000
AKDENİZ ÜNİVERSİTESİ,20.07.1982,DEVLET,Antalya,AKDENİZ,2000
ANADOLU ÜNİVERSİTESİ,30.11.1973,DEVLET,Eskişehir,İÇ ANADOLU,2000
ANKARA ÜNİVERSİTESİ,13.06.1946,DEVLET,Ankara,İÇ ANADOLU,2000
ATATÜRK ÜNİVERSİTESİ,31.05.1957,DEVLET,Erzurum,DOĞU ANADOLU,2000
ATILIM ÜNİVERSİTESİ,15.07.1997,VAKIF,Ankara,İÇ ANADOLU,2000
BAHÇEŞEHİR ÜNİVERSİTESİ,18.01.1998,VAKIF,İstanbul,MARMARA,2000
BALIKESİR ÜNİVERSİTESİ,11.07.1992,DEVLET,Balıkesir,MARMARA,2000
BAŞKENT ÜNİVERSİTESİ,15.01.1994,VAKIF,Ankara,İÇ ANADOLU,2000
BEYKENT ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2000
BİLKENT ÜNİVERSİTESİ,22.05.1985,VAKIF,Ankara,İÇ ANADOLU,2000
BOĞAZİÇİ ÜNİVERSİTESİ,12.09.1971,DEVLET,İstanbul,MARMARA,2000
BÜLENT ECEVİT ÜNİVERSİTESİ,11.07.1992,DEVLET,Zonguldak,KARADENİZ,2000
CELÂL BAYAR ÜNİVERSİTESİ,11.07.1992,DEVLET,Manisa,EGE,2000
CUMHURİYET ÜNİVERSİTESİ,09.02.1974,DEVLET,Sivas,İÇ ANADOLU,2000
ÇAĞ ÜNİVERSİTESİ,15.07.1997,VAKIF,Mersin,AKDENİZ,2000
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,11.07.1992,DEVLET,Çanakkale,MARMARA,2000
ÇANKAYA ÜNİVERSİTESİ,15.07.1997,VAKIF,Ankara,İÇ ANADOLU,2000
ÇUKUROVA ÜNİVERSİTESİ,30.11.1973,DEVLET,Adana,AKDENİZ,2000
DİCLE ÜNİVERSİTESİ,30.11.1973,DEVLET,Diyarbakır,GÜNEYDOĞU ANADOLU,2000
DOĞUŞ ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2000
DOKUZ EYLÜL ÜNİVERSİTESİ,20.07.1982,DEVLET,İzmir,EGE,2000
DUMLUPINAR ÜNİVERSİTESİ,11.07.1992,DEVLET,Kütahya,EGE,2000
EGE ÜNİVERSİTESİ,01.01.1955,DEVLET,İzmir,EGE,2000
ERCİYES ÜNİVERSİTESİ,20.07.1982,DEVLET,Kayseri,İÇ ANADOLU,2000
FATİH ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2000
FIRAT ÜNİVERSİTESİ,11.04.1975,DEVLET,Elazığ,DOĞU ANADOLU,2000
GALATASARAY ÜNİVERSİTESİ,06.06.1994,DEVLET,İstanbul,MARMARA,2000
GAZİ ÜNİVERSİTESİ,20.07.1982,DEVLET,Ankara,İÇ ANADOLU,2000
GAZİANTEP ÜNİVERSİTESİ,27.06.1987,DEVLET,Gaziantep,GÜNEYDOĞU ANADOLU,2000
GAZİOSMANPAŞA ÜNİVERSİTESİ,11.07.1992,DEVLET,Tokat,KARADENİZ,2000
GEBZE YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,Kocaeli,MARMARA,2000
HACETTEPE ÜNİVERSİTESİ,08.07.1967,DEVLET,Ankara,İÇ ANADOLU,2000
HALİÇ ÜNİVERSİTESİ,18.01.1998,VAKIF,İstanbul,MARMARA,2000
HARRAN ÜNİVERSİTESİ,11.07.1992,DEVLET,Şanlıurfa,GÜNEYDOĞU ANADOLU,2000
IŞIK ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2000
İNÖNÜ ÜNİVERSİTESİ,03.04.1975,DEVLET,Malatya,DOĞU ANADOLU,2000
İSTANBUL BİLGİ ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2000
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2000
İSTANBUL TEKNİK ÜNİVERSİTESİ,01.01.1944,DEVLET,İstanbul,MARMARA,2000
İSTANBUL ÜNİVERSİTESİ,18.11.1933,DEVLET,İstanbul,MARMARA,2000
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,İzmir,EGE,2000
KADİR HAS ÜNİVERSİTESİ,30.05.1997,VAKIF,İstanbul,MARMARA,2000
KAFKAS ÜNİVERSİTESİ,11.07.1992,DEVLET,Kars,DOĞU ANADOLU,2000
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,11.07.1992,DEVLET,Kahramanmaraş,AKDENİZ,2000
KARADENİZ TEKNİK ÜNİVERSİTESİ,20.05.1955,DEVLET,Trabzon,KARADENİZ,2000
KIRIKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,Kırıkkale,İÇ ANADOLU,2000
KOCAELİ ÜNİVERSİTESİ,11.07.1992,DEVLET,Kocaeli,MARMARA,2000
KOÇ ÜNİVERSİTESİ,07.03.1992,VAKIF,İstanbul,MARMARA,2000
MALTEPE ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2000
MARMARA ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,2000
MERSİN ÜNİVERSİTESİ,11.07.1992,DEVLET,Mersin,AKDENİZ,2000
MUSTAFA KEMAL ÜNİVERSİTESİ,11.07.1992,DEVLET,Hatay,AKDENİZ,2000
NİĞDE ÜNİVERSİTESİ,11.07.1992,DEVLET,Niğde,İÇ ANADOLU,2000
OKAN ÜNİVERSİTESİ,18.12.1999,VAKIF,İstanbul,MARMARA,2000
ONDOKUZ MAYIS ÜNİVERSİTESİ,11.04.1975,DEVLET,Samsun,KARADENİZ,2000
ORTA DOĞU TEKNİK ÜNİVERSİTESİ,15.11.1956,DEVLET,Ankara,İÇ ANADOLU,2000
OSMANGAZİ ÜNİVERSİTESİ,18.08.1993,DEVLET,Eskişehir,İÇ ANADOLU,2000
PAMUKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,Denizli,EGE,2000
SABANCI ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2000
SAKARYA ÜNİVERSİTESİ,11.07.1992,DEVLET,Sakarya,MARMARA,2000
SELÇUK ÜNİVERSİTESİ,11.04.1975,DEVLET,Konya,İÇ ANADOLU,2000
SÜLEYMAN DEMİREL ÜNİVERSİTESİ,11.07.1992,DEVLET,Isparta,AKDENİZ,2000
TRAKYA ÜNİVERSİTESİ,20.07.1982,DEVLET,Edirne,MARMARA,2000
UFUK ÜNİVERSİTESİ,18.12.1999,VAKIF,Ankara,İÇ ANADOLU,2000
ULUDAĞ ÜNİVERSİTESİ,11.04.1975,DEVLET,Bursa,MARMARA,2000
YEDİTEPE ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2000
YILDIZ TEKNİK ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,2000
YÜZÜNCÜ YIL ÜNİVERSİTESİ,20.07.1982,DEVLET,Van,DOĞU ANADOLU,2000
ABANT İZZET BAYSAL ÜNİVERSİTESİ,11.07.1992,DEVLET,Bolu,KARADENİZ,1999
ADNAN MENDERES ÜNİVERSİTESİ,11.07.1992,DEVLET,Aydın,EGE,1999
AFYON KOCATEPE ÜNİVERSİTESİ,11.07.1992,DEVLET,Afyonkarahisar,EGE,1999
AKDENİZ ÜNİVERSİTESİ,20.07.1982,DEVLET,Antalya,AKDENİZ,1999
ANADOLU ÜNİVERSİTESİ,30.11.1973,DEVLET,Eskişehir,İÇ ANADOLU,1999
ANKARA ÜNİVERSİTESİ,13.06.1946,DEVLET,Ankara,İÇ ANADOLU,1999
ATATÜRK ÜNİVERSİTESİ,31.05.1957,DEVLET,Erzurum,DOĞU ANADOLU,1999
ATILIM ÜNİVERSİTESİ,15.07.1997,VAKIF,Ankara,İÇ ANADOLU,1999
BAHÇEŞEHİR ÜNİVERSİTESİ,18.01.1998,VAKIF,İstanbul,MARMARA,1999
BALIKESİR ÜNİVERSİTESİ,11.07.1992,DEVLET,Balıkesir,MARMARA,1999
BAŞKENT ÜNİVERSİTESİ,15.01.1994,VAKIF,Ankara,İÇ ANADOLU,1999
BEYKENT ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,1999
BİLKENT ÜNİVERSİTESİ,22.05.1985,VAKIF,Ankara,İÇ ANADOLU,1999
BOĞAZİÇİ ÜNİVERSİTESİ,12.09.1971,DEVLET,İstanbul,MARMARA,1999
BÜLENT ECEVİT ÜNİVERSİTESİ,11.07.1992,DEVLET,Zonguldak,KARADENİZ,1999
CELÂL BAYAR ÜNİVERSİTESİ,11.07.1992,DEVLET,Manisa,EGE,1999
CUMHURİYET ÜNİVERSİTESİ,09.02.1974,DEVLET,Sivas,İÇ ANADOLU,1999
ÇAĞ ÜNİVERSİTESİ,15.07.1997,VAKIF,Mersin,AKDENİZ,1999
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,11.07.1992,DEVLET,Çanakkale,MARMARA,1999
ÇANKAYA ÜNİVERSİTESİ,15.07.1997,VAKIF,Ankara,İÇ ANADOLU,1999
ÇUKUROVA ÜNİVERSİTESİ,30.11.1973,DEVLET,Adana,AKDENİZ,1999
DİCLE ÜNİVERSİTESİ,30.11.1973,DEVLET,Diyarbakır,GÜNEYDOĞU ANADOLU,1999
DOĞUŞ ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,1999
DOKUZ EYLÜL ÜNİVERSİTESİ,20.07.1982,DEVLET,İzmir,EGE,1999
DUMLUPINAR ÜNİVERSİTESİ,11.07.1992,DEVLET,Kütahya,EGE,1999
EGE ÜNİVERSİTESİ,01.01.1955,DEVLET,İzmir,EGE,1999
ERCİYES ÜNİVERSİTESİ,20.07.1982,DEVLET,Kayseri,İÇ ANADOLU,1999
FATİH ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,1999
FIRAT ÜNİVERSİTESİ,11.04.1975,DEVLET,Elazığ,DOĞU ANADOLU,1999
GALATASARAY ÜNİVERSİTESİ,06.06.1994,DEVLET,İstanbul,MARMARA,1999
GAZİ ÜNİVERSİTESİ,20.07.1982,DEVLET,Ankara,İÇ ANADOLU,1999
GAZİANTEP ÜNİVERSİTESİ,27.06.1987,DEVLET,Gaziantep,GÜNEYDOĞU ANADOLU,1999
GAZİOSMANPAŞA ÜNİVERSİTESİ,11.07.1992,DEVLET,Tokat,KARADENİZ,1999
GEBZE YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,Kocaeli,MARMARA,1999
HACETTEPE ÜNİVERSİTESİ,08.07.1967,DEVLET,Ankara,İÇ ANADOLU,1999
HALİÇ ÜNİVERSİTESİ,18.01.1998,VAKIF,İstanbul,MARMARA,1999
HARRAN ÜNİVERSİTESİ,11.07.1992,DEVLET,Şanlıurfa,GÜNEYDOĞU ANADOLU,1999
IŞIK ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,1999
İNÖNÜ ÜNİVERSİTESİ,03.04.1975,DEVLET,Malatya,DOĞU ANADOLU,1999
İSTANBUL BİLGİ ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,1999
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,1999
İSTANBUL TEKNİK ÜNİVERSİTESİ,01.01.1944,DEVLET,İstanbul,MARMARA,1999
İSTANBUL ÜNİVERSİTESİ,18.11.1933,DEVLET,İstanbul,MARMARA,1999
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,İzmir,EGE,1999
KADİR HAS ÜNİVERSİTESİ,30.05.1997,VAKIF,İstanbul,MARMARA,1999
KAFKAS ÜNİVERSİTESİ,11.07.1992,DEVLET,Kars,DOĞU ANADOLU,1999
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,11.07.1992,DEVLET,Kahramanmaraş,AKDENİZ,1999
KARADENİZ TEKNİK ÜNİVERSİTESİ,20.05.1955,DEVLET,Trabzon,KARADENİZ,1999
KIRIKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,Kırıkkale,İÇ ANADOLU,1999
KOCAELİ ÜNİVERSİTESİ,11.07.1992,DEVLET,Kocaeli,MARMARA,1999
KOÇ ÜNİVERSİTESİ,07.03.1992,VAKIF,İstanbul,MARMARA,1999
MALTEPE ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,1999
MARMARA ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,1999
MERSİN ÜNİVERSİTESİ,11.07.1992,DEVLET,Mersin,AKDENİZ,1999
MUSTAFA KEMAL ÜNİVERSİTESİ,11.07.1992,DEVLET,Hatay,AKDENİZ,1999
NİĞDE ÜNİVERSİTESİ,11.07.1992,DEVLET,Niğde,İÇ ANADOLU,1999
OKAN ÜNİVERSİTESİ,18.12.1999,VAKIF,İstanbul,MARMARA,1999
ONDOKUZ MAYIS ÜNİVERSİTESİ,11.04.1975,DEVLET,Samsun,KARADENİZ,1999
ORTA DOĞU TEKNİK ÜNİVERSİTESİ,15.11.1956,DEVLET,Ankara,İÇ ANADOLU,1999
OSMANGAZİ ÜNİVERSİTESİ,18.08.1993,DEVLET,Eskişehir,İÇ ANADOLU,1999
PAMUKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,Denizli,EGE,1999
SABANCI ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,1999
SAKARYA ÜNİVERSİTESİ,11.07.1992,DEVLET,Sakarya,MARMARA,1999
SELÇUK ÜNİVERSİTESİ,11.04.1975,DEVLET,Konya,İÇ ANADOLU,1999
SÜLEYMAN DEMİREL ÜNİVERSİTESİ,11.07.1992,DEVLET,Isparta,AKDENİZ,1999
TRAKYA ÜNİVERSİTESİ,20.07.1982,DEVLET,Edirne,MARMARA,1999
UFUK ÜNİVERSİTESİ,18.12.1999,VAKIF,Ankara,İÇ ANADOLU,1999
ULUDAĞ ÜNİVERSİTESİ,11.04.1975,DEVLET,Bursa,MARMARA,1999
YEDİTEPE ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,1999
YILDIZ TEKNİK ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,1999
YÜZÜNCÜ YIL ÜNİVERSİTESİ,20.07.1982,DEVLET,Van,DOĞU ANADOLU,1999
ABANT İZZET BAYSAL ÜNİVERSİTESİ,11.07.1992,DEVLET,Bolu,KARADENİZ,1998
ADNAN MENDERES ÜNİVERSİTESİ,11.07.1992,DEVLET,Aydın,EGE,1998
AFYON KOCATEPE ÜNİVERSİTESİ,11.07.1992,DEVLET,Afyonkarahisar,EGE,1998
AKDENİZ ÜNİVERSİTESİ,20.07.1982,DEVLET,Antalya,AKDENİZ,1998
ANADOLU ÜNİVERSİTESİ,30.11.1973,DEVLET,Eskişehir,İÇ ANADOLU,1998
ANKARA ÜNİVERSİTESİ,13.06.1946,DEVLET,Ankara,İÇ ANADOLU,1998
ATATÜRK ÜNİVERSİTESİ,31.05.1957,DEVLET,Erzurum,DOĞU ANADOLU,1998
ATILIM ÜNİVERSİTESİ,15.07.1997,VAKIF,Ankara,İÇ ANADOLU,1998
BAHÇEŞEHİR ÜNİVERSİTESİ,18.01.1998,VAKIF,İstanbul,MARMARA,1998
BALIKESİR ÜNİVERSİTESİ,11.07.1992,DEVLET,Balıkesir,MARMARA,1998
BAŞKENT ÜNİVERSİTESİ,15.01.1994,VAKIF,Ankara,İÇ ANADOLU,1998
BEYKENT ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,1998
BİLKENT ÜNİVERSİTESİ,22.05.1985,VAKIF,Ankara,İÇ ANADOLU,1998
BOĞAZİÇİ ÜNİVERSİTESİ,12.09.1971,DEVLET,İstanbul,MARMARA,1998
BÜLENT ECEVİT ÜNİVERSİTESİ,11.07.1992,DEVLET,Zonguldak,KARADENİZ,1998
CELÂL BAYAR ÜNİVERSİTESİ,11.07.1992,DEVLET,Manisa,EGE,1998
CUMHURİYET ÜNİVERSİTESİ,09.02.1974,DEVLET,Sivas,İÇ ANADOLU,1998
ÇAĞ ÜNİVERSİTESİ,15.07.1997,VAKIF,Mersin,AKDENİZ,1998
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,11.07.1992,DEVLET,Çanakkale,MARMARA,1998
ÇANKAYA ÜNİVERSİTESİ,15.07.1997,VAKIF,Ankara,İÇ ANADOLU,1998
ÇUKUROVA ÜNİVERSİTESİ,30.11.1973,DEVLET,Adana,AKDENİZ,1998
DİCLE ÜNİVERSİTESİ,30.11.1973,DEVLET,Diyarbakır,GÜNEYDOĞU ANADOLU,1998
DOĞUŞ ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,1998
DOKUZ EYLÜL ÜNİVERSİTESİ,20.07.1982,DEVLET,İzmir,EGE,1998
DUMLUPINAR ÜNİVERSİTESİ,11.07.1992,DEVLET,Kütahya,EGE,1998
EGE ÜNİVERSİTESİ,01.01.1955,DEVLET,İzmir,EGE,1998
ERCİYES ÜNİVERSİTESİ,20.07.1982,DEVLET,Kayseri,İÇ ANADOLU,1998
FATİH ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,1998
FIRAT ÜNİVERSİTESİ,11.04.1975,DEVLET,Elazığ,DOĞU ANADOLU,1998
GALATASARAY ÜNİVERSİTESİ,06.06.1994,DEVLET,İstanbul,MARMARA,1998
GAZİ ÜNİVERSİTESİ,20.07.1982,DEVLET,Ankara,İÇ ANADOLU,1998
GAZİANTEP ÜNİVERSİTESİ,27.06.1987,DEVLET,Gaziantep,GÜNEYDOĞU ANADOLU,1998
GAZİOSMANPAŞA ÜNİVERSİTESİ,11.07.1992,DEVLET,Tokat,KARADENİZ,1998
GEBZE YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,Kocaeli,MARMARA,1998
HACETTEPE ÜNİVERSİTESİ,08.07.1967,DEVLET,Ankara,İÇ ANADOLU,1998
HALİÇ ÜNİVERSİTESİ,18.01.1998,VAKIF,İstanbul,MARMARA,1998
HARRAN ÜNİVERSİTESİ,11.07.1992,DEVLET,Şanlıurfa,GÜNEYDOĞU ANADOLU,1998
IŞIK ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,1998
İNÖNÜ ÜNİVERSİTESİ,03.04.1975,DEVLET,Malatya,DOĞU ANADOLU,1998
İSTANBUL BİLGİ ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,1998
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,1998
İSTANBUL TEKNİK ÜNİVERSİTESİ,01.01.1944,DEVLET,İstanbul,MARMARA,1998
İSTANBUL ÜNİVERSİTESİ,18.11.1933,DEVLET,İstanbul,MARMARA,1998
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,İzmir,EGE,1998
KADİR HAS ÜNİVERSİTESİ,30.05.1997,VAKIF,İstanbul,MARMARA,1998
KAFKAS ÜNİVERSİTESİ,11.07.1992,DEVLET,Kars,DOĞU ANADOLU,1998
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,11.07.1992,DEVLET,Kahramanmaraş,AKDENİZ,1998
KARADENİZ TEKNİK ÜNİVERSİTESİ,20.05.1955,DEVLET,Trabzon,KARADENİZ,1998
KIRIKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,Kırıkkale,İÇ ANADOLU,1998
KOCAELİ ÜNİVERSİTESİ,11.07.1992,DEVLET,Kocaeli,MARMARA,1998
KOÇ ÜNİVERSİTESİ,07.03.1992,VAKIF,İstanbul,MARMARA,1998
MALTEPE ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,1998
MARMARA ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,1998
MERSİN ÜNİVERSİTESİ,11.07.1992,DEVLET,Mersin,AKDENİZ,1998
MUSTAFA KEMAL ÜNİVERSİTESİ,11.07.1992,DEVLET,Hatay,AKDENİZ,1998
NİĞDE ÜNİVERSİTESİ,11.07.1992,DEVLET,Niğde,İÇ ANADOLU,1998
ONDOKUZ MAYIS ÜNİVERSİTESİ,11.04.1975,DEVLET,Samsun,KARADENİZ,1998
ORTA DOĞU TEKNİK ÜNİVERSİTESİ,15.11.1956,DEVLET,Ankara,İÇ ANADOLU,1998
OSMANGAZİ ÜNİVERSİTESİ,18.08.1993,DEVLET,Eskişehir,İÇ ANADOLU,1998
PAMUKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,Denizli,EGE,1998
SABANCI ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,1998
SAKARYA ÜNİVERSİTESİ,11.07.1992,DEVLET,Sakarya,MARMARA,1998
SELÇUK ÜNİVERSİTESİ,11.04.1975,DEVLET,Konya,İÇ ANADOLU,1998
SÜLEYMAN DEMİREL ÜNİVERSİTESİ,11.07.1992,DEVLET,Isparta,AKDENİZ,1998
TRAKYA ÜNİVERSİTESİ,20.07.1982,DEVLET,Edirne,MARMARA,1998
ULUDAĞ ÜNİVERSİTESİ,11.04.1975,DEVLET,Bursa,MARMARA,1998
YEDİTEPE ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,1998
YILDIZ TEKNİK ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,1998
