uni_name,foundation_year,type,city,region,year
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,11.07.1992,DEVLET,Hatay,AKDENİZ,2018
HİTİT ÜNİVERSİTESİ,17.03.2006,DEVLET,Çorum,KARADENİZ,2018
IĞDIR ÜNİVERSİTESİ,22.05.2008,DEVLET,Iğdır,DOĞU ANADOLU,2018
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,18.05.2018,DEVLET,Isparta,AKDENİZ,2018
IŞIK ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2018
İBN HALDUN ÜNİVERSİTESİ,23.04.2015,VAKIF,İstanbul,MARMARA,2018
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,22.05.1985,VAKIF,Ankara,İÇ ANADOLU,2018
İNÖNÜ ÜNİVERSİTESİ,03.04.1975,DEVLET,Malatya,DOĞU ANADOLU,2018
İSKENDERUN TEKNİK ÜNİVERSİTESİ,23.04.2015,DEVLET,Hatay,AKDENİZ,2018
İSTANBUL AREL ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2018
İSTANBUL ATLAS ÜNİVERSİTESİ,18.05.2018,VAKIF,İstanbul,MARMARA,2018
İSTANBUL AYDIN ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2018
İSTANBUL AYVANSARAY ÜNİVERSİTESİ,24.11.2016,VAKIF,İstanbul,MARMARA,2018
İSTANBUL BİLGİ ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2018
İSTANBUL BİLİM ÜNİVERSİTESİ,28.03.2006,VAKIF,İstanbul,MARMARA,2018
İSTANBUL ESENYURT ÜNİVERSİTESİ,18.06.2013,VAKIF,İstanbul,MARMARA,2018
İSTANBUL GEDİK ÜNİVERSİTESİ,03.03.2011,VAKIF,İstanbul,MARMARA,2018
İSTANBUL GELİŞİM ÜNİVERSİTESİ,03.03.2011,VAKIF,İstanbul,MARMARA,2018
İSTANBUL KENT ÜNİVERSİTESİ,07.09.2016,VAKIF,İstanbul,MARMARA,2018
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2018
İSTANBUL MEDENİYET ÜNİVERSİTESİ,21.07.2010,DEVLET,İstanbul,MARMARA,2018
İSTANBUL MEDİPOL ÜNİVERSİTESİ,07.07.2009,VAKIF,İstanbul,MARMARA,2018
İSTANBUL OKAN ÜNİVERSİTESİ,18.12.1999,VAKIF,İstanbul,MARMARA,2018
İSTANBUL RUMELİ ÜNİVERSİTESİ,23.04.2015,VAKIF,İstanbul,MARMARA,2018
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2018
İSTANBUL SAĞLIK VE SOSYAL BİLİMLER MESLEK YÜKSEKOKULU,06.03.2010,VAKIF MYO,İstanbul,MARMARA,2018
İSTANBUL ŞEHİR ÜNİVERSİTESİ,22.05.2008,VAKIF,İstanbul,MARMARA,2018
İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU,18.05.2012,VAKIF MYO,İstanbul,MARMARA,2018
İSTANBUL TEKNİK ÜNİVERSİTESİ,01.01.1944,DEVLET,İstanbul,MARMARA,2018
İSTANBUL TİCARET ÜNİVERSİTESİ,14.04.2001,VAKIF,İstanbul,MARMARA,2018
İSTANBUL ÜNİVERSİTESİ,18.11.1933,DEVLET,İstanbul,MARMARA,2018
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,18.05.2018,DEVLET,İstanbul,MARMARA,2018
İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,28.02.2009,VAKIF,İstanbul,MARMARA,2018
İSTANBUL 29 MAYIS ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2018
İSTİNYE ÜNİVERSİTESİ,23.04.2015,VAKIF,İstanbul,MARMARA,2018
İZMİR BAKIRÇAY ÜNİVERSİTESİ,07.09.2016,DEVLET,İzmir,EGE,2018
İZMİR DEMOKRASİ ÜNİVERSİTESİ,07.09.2016,DEVLET,İzmir,EGE,2018
İZMİR EKONOMİ ÜNİVERSİTESİ,14.04.2001,VAKIF,İzmir,EGE,2018
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,21.07.2010,DEVLET,İzmir,EGE,2018
İZMİR KAVRAM MESLEK YÜKSEKOKULU,12.07.2008,VAKIF MYO,İzmir,EGE,2018
İZMİR TINAZTEPE ÜNİVERSİTESİ,18.05.2018,VAKIF,İzmir,EGE,2018
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,İzmir,EGE,2018
KADİR HAS ÜNİVERSİTESİ,30.05.1997,VAKIF,İstanbul,MARMARA,2018
KAFKAS ÜNİVERSİTESİ,11.07.1992,DEVLET,Kars,DOĞU ANADOLU,2018
KAHRAMANMARAŞ İSTİKLAL ÜNİVERSİTESİ,18.05.2018,DEVLET,Kahramanmaraş,AKDENİZ,2018
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,11.07.1992,DEVLET,Kahramanmaraş,AKDENİZ,2018
KAPADOKYA ÜNİVERSİTESİ,16.09.2005,VAKIF,Nevşehir,İÇ ANADOLU,2018
KARABÜK ÜNİVERSİTESİ,29.05.2007,DEVLET,Karabük,KARADENİZ,2018
KARADENİZ TEKNİK ÜNİVERSİTESİ,20.05.1955,DEVLET,Trabzon,KARADENİZ,2018
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ,29.05.2007,DEVLET,Karaman,İÇ ANADOLU,2018
KASTAMONU ÜNİVERSİTESİ,17.03.2006,DEVLET,Kastamonu,KARADENİZ,2018
KAYSERİ ÜNİVERSİTESİ,18.05.2018,DEVLET,Kayseri,İÇ ANADOLU,2018
KIRIKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,Kırıkkale,İÇ ANADOLU,2018
KIRKLARELİ ÜNİVERSİTESİ,29.05.2007,DEVLET,Kırklareli,MARMARA,2018
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ,17.03.2006,DEVLET,Kırşehir,İÇ ANADOLU,2018
KİLİS 7 ARALIK ÜNİVERSİTESİ,29.05.2007,DEVLET,Kilis,GÜNEYDOĞU ANADOLU,2018
KOCAELİ ÜNİVERSİTESİ,11.07.1992,DEVLET,Kocaeli,MARMARA,2018
KOÇ ÜNİVERSİTESİ,07.03.1992,VAKIF,İstanbul,MARMARA,2018
KONYA GIDA VE TARIM ÜNİVERSİTESİ,18.06.2013,VAKIF,Konya,İÇ ANADOLU,2018
KONYA TEKNİK ÜNİVERSİTESİ,18.05.2018,DEVLET,Konya,İÇ ANADOLU,2018
KTO KARATAY ÜNİVERSİTESİ,07.07.2009,VAKIF,Konya,İÇ ANADOLU,2018
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ,11.07.1992,DEVLET,Kütahya,EGE,2018
KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,18.05.2018,DEVLET,Kütahya,EGE,2018
LOKMAN HEKİM ÜNİVERSİTESİ,20.12.2017,VAKIF,Ankara,İÇ ANADOLU,2018
MALATYA TURGUT ÖZAL ÜNİVERSİTESİ,18.05.2018,DEVLET,Malatya,DOĞU ANADOLU,2018
MALTEPE ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2018
MANİSA CELÂL BAYAR ÜNİVERSİTESİ,11.07.1992,DEVLET,Manisa,EGE,2018
MARDİN ARTUKLU ÜNİVERSİTESİ,29.05.2007,DEVLET,Mardin,GÜNEYDOĞU ANADOLU,2018
MARMARA ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,2018
MEF ÜNİVERSİTESİ,27.04.2012,VAKIF,İstanbul,MARMARA,2018
MERSİN ÜNİVERSİTESİ,11.07.1992,DEVLET,Mersin,AKDENİZ,2018
MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,2018
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,11.07.1992,DEVLET,Muğla,EGE,2018
MUNZUR ÜNİVERSİTESİ,22.05.2008,DEVLET,Tunceli,DOĞU ANADOLU,2018
MUŞ ALPARSLAN ÜNİVERSİTESİ,29.05.2007,DEVLET,Muş,DOĞU ANADOLU,2018
NECMETTİN ERBAKAN ÜNİVERSİTESİ,11.04.2012,DEVLET,Konya,İÇ ANADOLU,2018
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,29.05.2007,DEVLET,Nevşehir,İÇ ANADOLU,2018
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ,11.07.1992,DEVLET,Niğde,İÇ ANADOLU,2018
NİŞANTAŞI ÜNİVERSİTESİ,17.09.2009,VAKIF,İstanbul,MARMARA,2018
NUH NACİ YAZGAN ÜNİVERSİTESİ,07.07.2009,VAKIF,Kayseri,İÇ ANADOLU,2018
ONDOKUZ MAYIS ÜNİVERSİTESİ,11.04.1975,DEVLET,Samsun,KARADENİZ,2018
ORDU ÜNİVERSİTESİ,17.03.2006,DEVLET,Ordu,KARADENİZ,2018
ORTA DOĞU TEKNİK ÜNİVERSİTESİ,15.11.1956,DEVLET,Ankara,İÇ ANADOLU,2018
OSMANİYE KORKUT ATA ÜNİVERSİTESİ,29.05.2007,DEVLET,Osmaniye,AKDENİZ,2018
OSTİM TEKNİK ÜNİVERSİTESİ,01.07.2017,VAKIF,Ankara,İÇ ANADOLU,2018
ÖZYEĞİN ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2018
PAMUKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,Denizli,EGE,2018
PİRİ REİS ÜNİVERSİTESİ,30.01.2008,VAKIF,İstanbul,MARMARA,2018
RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ,17.03.2006,DEVLET,Rize,KARADENİZ,2018
SABANCI ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2018
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,15.04.2015,DEVLET,İstanbul,MARMARA,2018
SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,18.05.2018,DEVLET,Sakarya,MARMARA,2018
SAKARYA ÜNİVERSİTESİ,11.07.1992,DEVLET,Sakarya,MARMARA,2018
SAMSUN ÜNİVERSİTESİ,18.05.2018,DEVLET,Samsun,KARADENİZ,2018
SANKO ÜNİVERSİTESİ,18.06.2013,VAKIF,Gaziantep,GÜNEYDOĞU ANADOLU,2018
SELÇUK ÜNİVERSİTESİ,11.04.1975,DEVLET,Konya,İÇ ANADOLU,2018
SEMERKAND BİLİM VE MEDENİYET ÜNİVERSİTESİ,18.05.2018,VAKIF,İstanbul,MARMARA,2018
SİİRT ÜNİVERSİTESİ,29.05.2007,DEVLET,Siirt,GÜNEYDOĞU ANADOLU,2018
SİNOP ÜNİVERSİTESİ,29.05.2007,DEVLET,Sinop,KARADENİZ,2018
SİVAS BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,18.05.2018,DEVLET,Sivas,İÇ ANADOLU,2018
SİVAS CUMHURİYET ÜNİVERSİTESİ,09.02.1974,DEVLET,Sivas,İÇ ANADOLU,2018
SÜLEYMAN DEMİREL ÜNİVERSİTESİ,11.07.1992,DEVLET,Isparta,AKDENİZ,2018
ŞIRNAK ÜNİVERSİTESİ,22.05.2008,DEVLET,Şırnak,GÜNEYDOĞU ANADOLU,2018
TARSUS ÜNİVERSİTESİ,18.05.2018,DEVLET,Mersin,AKDENİZ,2018
TED ÜNİVERSİTESİ,07.07.2009,VAKIF,Ankara,İÇ ANADOLU,2018
TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ,17.03.2006,DEVLET,Tekirdağ,MARMARA,2018
TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,01.07.2003,VAKIF,Ankara,İÇ ANADOLU,2018
TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,11.07.1992,DEVLET,Tokat,KARADENİZ,2018
TOROS ÜNİVERSİTESİ,07.07.2009,VAKIF,Mersin,AKDENİZ,2018
TRABZON ÜNİVERSİTESİ,18.05.2018,DEVLET,Trabzon,KARADENİZ,2018
TRAKYA ÜNİVERSİTESİ,20.07.1982,DEVLET,Edirne,MARMARA,2018
TÜRK HAVA KURUMU ÜNİVERSİTESİ,03.03.2011,VAKIF,Ankara,İÇ ANADOLU,2018
TÜRK-ALMAN ÜNİVERSİTESİ,07.11.2010,DEVLET,İstanbul,MARMARA,2018
"TÜRKİYE ULUSLARARASI İSLAM, BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ",23.04.2015,DEVLET,İstanbul,MARMARA,2018
TÜRK-JAPON BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,24.06.2017,DEVLET,İstanbul,MARMARA,2018
UFUK ÜNİVERSİTESİ,18.12.1999,VAKIF,Ankara,İÇ ANADOLU,2018
UŞAK ÜNİVERSİTESİ,17.03.2006,DEVLET,Uşak,EGE,2018
ÜSKÜDAR ÜNİVERSİTESİ,03.03.2011,VAKIF,İstanbul,MARMARA,2018
VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ,20.07.1982,DEVLET,Van,DOĞU ANADOLU,2018
YALOVA ÜNİVERSİTESİ,22.05.2008,DEVLET,Yalova,MARMARA,2018
YAŞAR ÜNİVERSİTESİ,14.04.2001,VAKIF,İzmir,EGE,2018
YEDİTEPE ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2018
YILDIZ TEKNİK ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,2018
YOZGAT BOZOK ÜNİVERSİTESİ,17.03.2006,DEVLET,Yozgat,İÇ ANADOLU,2018
YÜKSEK İHTİSAS ÜNİVERSİTESİ,02.08.2013,VAKIF,Ankara,İÇ ANADOLU,2018
ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ,11.07.1992,DEVLET,Zonguldak,KARADENİZ,2018
ABANT İZZET BAYSAL ÜNİVERSİTESİ,11.07.1992,DEVLET,Bolu,KARADENİZ,2017
ABDULLAH GÜL ÜNİVERSİTESİ,21.07.2010,DEVLET,Kayseri,İÇ ANADOLU,2017
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2017
ADANA BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,14.04.2011,DEVLET,Adana,AKDENİZ,2017
ADIYAMAN ÜNİVERSİTESİ,17.03.2006,DEVLET,Adıyaman,GÜNEYDOĞU ANADOLU,2017
ADNAN MENDERES ÜNİVERSİTESİ,11.07.1992,DEVLET,Aydın,EGE,2017
AFYON KOCATEPE ÜNİVERSİTESİ,11.07.1992,DEVLET,Afyonkarahisar,EGE,2017
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,29.05.2007,DEVLET,Ağrı,DOĞU ANADOLU,2017
AHİ EVRAN ÜNİVERSİTESİ,17.03.2006,DEVLET,Kırşehir,İÇ ANADOLU,2017
AKDENİZ ÜNİVERSİTESİ,20.07.1982,DEVLET,Antalya,AKDENİZ,2017
AKSARAY ÜNİVERSİTESİ,17.03.2006,DEVLET,Aksaray,İÇ ANADOLU,2017
ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ,23.04.2015,DEVLET,Antalya,AKDENİZ,2017
ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ,03.03.2011,VAKIF,Antalya,AKDENİZ,2017
ALTINBAŞ ÜNİVERSİTESİ,22.05.2008,VAKIF,İstanbul,MARMARA,2017
AMASYA ÜNİVERSİTESİ,17.03.2006,DEVLET,Amasya,KARADENİZ,2017
ANADOLU ÜNİVERSİTESİ,30.11.1973,DEVLET,Eskişehir,İÇ ANADOLU,2017
ANKA TEKNOLOJİ ÜNİVERSİTESİ,18.06.2013,VAKIF,Ankara,İÇ ANADOLU,2017
ANKARA MÜZİK VE GÜZEL SANATLAR ÜNİVERSİTESİ,01.07.2017,DEVLET,Ankara,İÇ ANADOLU,2017
ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ,31.01.2013,DEVLET,Ankara,İÇ ANADOLU,2017
ANKARA ÜNİVERSİTESİ,13.06.1946,DEVLET,Ankara,İÇ ANADOLU,2017
ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,21.07.2010,DEVLET,Ankara,İÇ ANADOLU,2017
ANTALYA AKEV ÜNİVERSİTESİ,23.04.2015,VAKIF,Antalya,AKDENİZ,2017
ANTALYA BİLİM ÜNİVERSİTESİ,21.07.2010,VAKIF,Antalya,AKDENİZ,2017
ARDAHAN ÜNİVERSİTESİ,22.05.2008,DEVLET,Ardahan,DOĞU ANADOLU,2017
ARTVİN ÇORUH ÜNİVERSİTESİ,29.05.2007,DEVLET,Artvin,KARADENİZ,2017
ATAŞEHİR ADIGÜZEL MESLEK YÜKSEKOKULU,16.03.2014,VAKIF MYO,İstanbul,MARMARA,2017
ATATÜRK ÜNİVERSİTESİ,31.05.1957,DEVLET,Erzurum,DOĞU ANADOLU,2017
ATILIM ÜNİVERSİTESİ,15.07.1997,VAKIF,Ankara,İÇ ANADOLU,2017
AVRASYA ÜNİVERSİTESİ,10.12.2010,VAKIF,Trabzon,KARADENİZ,2017
AVRUPA MESLEK YÜKSEKOKULU,05.09.2009,VAKIF MYO,Kocaeli,MARMARA,2017
BAHÇEŞEHİR ÜNİVERSİTESİ,18.01.1998,VAKIF,İstanbul,MARMARA,2017
BALIKESİR ÜNİVERSİTESİ,11.07.1992,DEVLET,Balıkesir,MARMARA,2017
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ,23.04.2015,DEVLET,Balıkesir,MARMARA,2017
BARTIN ÜNİVERSİTESİ,22.05.2008,DEVLET,Bartın,KARADENİZ,2017
BAŞKENT ÜNİVERSİTESİ,15.01.1994,VAKIF,Ankara,İÇ ANADOLU,2017
BATMAN ÜNİVERSİTESİ,29.05.2007,DEVLET,Batman,GÜNEYDOĞU ANADOLU,2017
BAYBURT ÜNİVERSİTESİ,22.05.2008,DEVLET,Bayburt,KARADENİZ,2017
BEYKENT ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2017
BEYKOZ ÜNİVERSİTESİ,07.09.2016,VAKIF,İstanbul,MARMARA,2017
BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2017
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ,29.05.2007,DEVLET,Bilecik,MARMARA,2017
BİNGÖL ÜNİVERSİTESİ,29.05.2007,DEVLET,Bingöl,DOĞU ANADOLU,2017
BİRUNİ ÜNİVERSİTESİ,27.02.2014,VAKIF,İstanbul,MARMARA,2017
BİTLİS EREN ÜNİVERSİTESİ,29.05.2007,DEVLET,Bitlis,DOĞU ANADOLU,2017
BOĞAZİÇİ ÜNİVERSİTESİ,12.09.1971,DEVLET,İstanbul,MARMARA,2017
BOZOK ÜNİVERSİTESİ,17.03.2006,DEVLET,Yozgat,İÇ ANADOLU,2017
BURSA TEKNİK ÜNİVERSİTESİ,21.07.2010,DEVLET,Bursa,MARMARA,2017
BÜLENT ECEVİT ÜNİVERSİTESİ,11.07.1992,DEVLET,Zonguldak,KARADENİZ,2017
CUMHURİYET ÜNİVERSİTESİ,09.02.1974,DEVLET,Sivas,İÇ ANADOLU,2017
ÇAĞ ÜNİVERSİTESİ,15.07.1997,VAKIF,Mersin,AKDENİZ,2017
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,11.07.1992,DEVLET,Çanakkale,MARMARA,2017
ÇANKAYA ÜNİVERSİTESİ,15.07.1997,VAKIF,Ankara,İÇ ANADOLU,2017
ÇANKIRI KARATEKİN ÜNİVERSİTESİ,29.05.2007,DEVLET,Çankırı,İÇ ANADOLU,2017
ÇUKUROVA ÜNİVERSİTESİ,30.11.1973,DEVLET,Adana,AKDENİZ,2017
DİCLE ÜNİVERSİTESİ,30.11.1973,DEVLET,Diyarbakır,GÜNEYDOĞU ANADOLU,2017
DOĞUŞ ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2017
DOKUZ EYLÜL ÜNİVERSİTESİ,20.07.1982,DEVLET,İzmir,EGE,2017
DUMLUPINAR ÜNİVERSİTESİ,11.07.1992,DEVLET,Kütahya,EGE,2017
DÜZCE ÜNİVERSİTESİ,17.03.2006,DEVLET,Düzce,KARADENİZ,2017
EGE ÜNİVERSİTESİ,01.01.1955,DEVLET,İzmir,EGE,2017
ERCİYES ÜNİVERSİTESİ,20.07.1982,DEVLET,Kayseri,İÇ ANADOLU,2017
ERZİNCAN ÜNİVERSİTESİ,17.03.2006,DEVLET,Erzincan,DOĞU ANADOLU,2017
ERZURUM TEKNİK ÜNİVERSİTESİ,21.07.2010,DEVLET,Erzurum,DOĞU ANADOLU,2017
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,18.08.1993,DEVLET,Eskişehir,İÇ ANADOLU,2017
FARUK SARAÇ TASARIM MESLEK YÜKSEKOKULU,06.03.2010,VAKIF MYO,Bursa,MARMARA,2017
FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2017
FENERBAHÇE ÜNİVERSİTESİ,24.11.2016,VAKIF,İstanbul,MARMARA,2017
FIRAT ÜNİVERSİTESİ,11.04.1975,DEVLET,Elazığ,DOĞU ANADOLU,2017
GALATASARAY ÜNİVERSİTESİ,06.06.1994,DEVLET,İstanbul,MARMARA,2017
GAZİ ÜNİVERSİTESİ,20.07.1982,DEVLET,Ankara,İÇ ANADOLU,2017
GAZİANTEP ÜNİVERSİTESİ,27.06.1987,DEVLET,Gaziantep,GÜNEYDOĞU ANADOLU,2017
GAZİOSMANPAŞA ÜNİVERSİTESİ,11.07.1992,DEVLET,Tokat,KARADENİZ,2017
GEBZE TEKNİK ÜNİVERSİTESİ,11.07.1992,DEVLET,Kocaeli,MARMARA,2017
GİRESUN ÜNİVERSİTESİ,17.03.2006,DEVLET,Giresun,KARADENİZ,2017
GÜMÜŞHANE ÜNİVERSİTESİ,22.05.2008,DEVLET,Gümüşhane,KARADENİZ,2017
HACETTEPE ÜNİVERSİTESİ,08.07.1967,DEVLET,Ankara,İÇ ANADOLU,2017
HAKKARİ ÜNİVERSİTESİ,31.05.2008,DEVLET,Hakkari,DOĞU ANADOLU,2017
HALİÇ ÜNİVERSİTESİ,18.01.1998,VAKIF,İstanbul,MARMARA,2017
HARRAN ÜNİVERSİTESİ,11.07.1992,DEVLET,Şanlıurfa,GÜNEYDOĞU ANADOLU,2017
HASAN KALYONCU ÜNİVERSİTESİ,31.07.2008,VAKIF,Gaziantep,GÜNEYDOĞU ANADOLU,2017
HİTİT ÜNİVERSİTESİ,17.03.2006,DEVLET,Çorum,KARADENİZ,2017
IĞDIR ÜNİVERSİTESİ,22.05.2008,DEVLET,Iğdır,DOĞU ANADOLU,2017
IŞIK ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2017
İBN HALDUN ÜNİVERSİTESİ,23.04.2015,VAKIF,İstanbul,MARMARA,2017
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,22.05.1985,VAKIF,Ankara,İÇ ANADOLU,2017
İNÖNÜ ÜNİVERSİTESİ,03.04.1975,DEVLET,Malatya,DOĞU ANADOLU,2017
İSKENDERUN TEKNİK ÜNİVERSİTESİ,23.04.2015,DEVLET,Hatay,AKDENİZ,2017
İSTANBUL AREL ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2017
İSTANBUL AYDIN ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2017
İSTANBUL AYVANSARAY ÜNİVERSİTESİ,24.11.2016,VAKIF,İstanbul,MARMARA,2017
İSTANBUL BİLGİ ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2017
İSTANBUL BİLİM ÜNİVERSİTESİ,28.03.2006,VAKIF,İstanbul,MARMARA,2017
İSTANBUL ESENYURT ÜNİVERSİTESİ,18.06.2013,VAKIF,İstanbul,MARMARA,2017
İSTANBUL GEDİK ÜNİVERSİTESİ,03.03.2011,VAKIF,İstanbul,MARMARA,2017
İSTANBUL GELİŞİM ÜNİVERSİTESİ,03.03.2011,VAKIF,İstanbul,MARMARA,2017
İSTANBUL KAVRAM MESLEK YÜKSEKOKULU,12.07.2008,VAKIF MYO,İstanbul,MARMARA,2017
İSTANBUL KENT ÜNİVERSİTESİ,07.09.2016,VAKIF,İstanbul,MARMARA,2017
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2017
İSTANBUL MEDENİYET ÜNİVERSİTESİ,21.07.2010,DEVLET,İstanbul,MARMARA,2017
İSTANBUL MEDİPOL ÜNİVERSİTESİ,07.07.2009,VAKIF,İstanbul,MARMARA,2017
İSTANBUL RUMELİ ÜNİVERSİTESİ,23.04.2015,VAKIF,İstanbul,MARMARA,2017
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2017
İSTANBUL SAĞLIK VE SOSYAL BİLİMLER MESLEK YÜKSEKOKULU,06.03.2010,VAKIF MYO,İstanbul,MARMARA,2017
İSTANBUL ŞEHİR ÜNİVERSİTESİ,22.05.2008,VAKIF,İstanbul,MARMARA,2017
İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU,18.05.2012,VAKIF MYO,İstanbul,MARMARA,2017
İSTANBUL TEKNİK ÜNİVERSİTESİ,01.01.1944,DEVLET,İstanbul,MARMARA,2017
İSTANBUL TİCARET ÜNİVERSİTESİ,14.04.2001,VAKIF,İstanbul,MARMARA,2017
İSTANBUL ÜNİVERSİTESİ,18.11.1933,DEVLET,İstanbul,MARMARA,2017
İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,28.02.2009,VAKIF,İstanbul,MARMARA,2017
İSTANBUL 29 MAYIS ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2017
İSTİNYE ÜNİVERSİTESİ,23.04.2015,VAKIF,İstanbul,MARMARA,2017
İZMİR BAKIRÇAY ÜNİVERSİTESİ,07.09.2016,DEVLET,İzmir,EGE,2017
İZMİR DEMOKRASİ ÜNİVERSİTESİ,07.09.2016,DEVLET,İzmir,EGE,2017
İZMİR EKONOMİ ÜNİVERSİTESİ,14.04.2001,VAKIF,İzmir,EGE,2017
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,21.07.2010,DEVLET,İzmir,EGE,2017
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,İzmir,EGE,2017
KADİR HAS ÜNİVERSİTESİ,30.05.1997,VAKIF,İstanbul,MARMARA,2017
KAFKAS ÜNİVERSİTESİ,11.07.1992,DEVLET,Kars,DOĞU ANADOLU,2017
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,11.07.1992,DEVLET,Kahramanmaraş,AKDENİZ,2017
KAPADOKYA ÜNİVERSİTESİ,16.09.2005,VAKIF,Nevşehir,İÇ ANADOLU,2017
KARABÜK ÜNİVERSİTESİ,29.05.2007,DEVLET,Karabük,KARADENİZ,2017
KARADENİZ TEKNİK ÜNİVERSİTESİ,20.05.1955,DEVLET,Trabzon,KARADENİZ,2017
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ,29.05.2007,DEVLET,Karaman,İÇ ANADOLU,2017
